5	5	5	3.00337	-5.10316	-5.42206
5	5	15	3.67909	-5.16524	-6.16517
5	5	25	2.7923	-4.86406	-4.8212
5	5	35	2.9378	-3.51565	-3.25836
5	5	45	3.15489	-3.17537	-2.65163
5	5	55	3.11954	-3.20314	-3.19542
5	5	65	3.90629	-5.04643	-5.91442
5	5	75	3.79976	-4.42065	-4.67275
5	5	85	2.99091	-4.07108	-4.00809
5	15	5	2.9351	-4.74085	-5.0817
5	15	15	3.21347	-4.56004	-5.14242
5	15	25	2.71704	-4.20086	-4.08684
5	15	35	2.75186	-3.22004	-3.03931
5	15	45	2.93384	-3.25281	-2.89002
5	15	55	2.98352	-3.74227	-3.67462
5	15	65	3.95107	-5.18871	-6.03132
5	15	75	3.69242	-4.86879	-5.59821
5	15	85	2.80839	-5.04379	-5.13446
5	25	5	3.01548	-3.71083	-3.97449
5	25	15	3.05226	-3.88639	-3.98762
5	25	25	2.75824	-3.8696	-3.70919
5	25	35	2.81915	-3.83084	-3.60294
5	25	45	3.10201	-3.62494	-3.68206
5	25	55	3.00066	-5.04689	-5.08069
5	25	65	3.09834	-5.1081	-5.57104
5	25	75	3.34076	-5.04302	-5.71026
5	25	85	2.98707	-4.32207	-4.59729
5	35	5	3.36194	-5.05646	-4.73293
5	35	15	3.46596	-4.9289	-4.33886
5	35	25	3.16153	-4.64226	-4.07661
5	35	35	2.79693	-3.335	-3.21117
5	35	45	3.30595	-3.73355	-4.44679
5	35	55	3.05769	-4.75553	-5.18058
5	35	65	3.02914	-5.18086	-5.53339
5	35	75	3.27674	-5.18237	-5.50888
5	35	85	3.08873	-3.98085	-3.87135
5	45	5	3.57904	-5.48507	-5.02485
5	45	15	3.81433	-6.05982	-5.06746
5	45	25	4.19932	-6.24437	-4.60606
5	45	35	3.53601	-4.02817	-3.41233
5	45	45	3.10874	-4.22392	-4.40163
5	45	55	3.29965	-4.97113	-5.07976
5	45	65	3.2855	-5.59956	-5.41321
5	45	75	3.27645	-5.30205	-5.10742
5	45	85	3.36451	-4.15624	-3.96773
5	55	5	4.57378	-5.80702	-6.14642
5	55	15	4.19302	-6.40123	-5.37585
5	55	25	3.74275	-5.75084	-4.85613
5	55	35	3.63166	-3.73142	-3.62884
5	55	45	3.52601	-4.74197	-5.06655
5	55	55	3.36117	-4.85635	-5.6021
5	55	65	3.27463	-5.4442	-5.67579
5	55	75	3.78047	-4.79402	-4.91938
5	55	85	4.33486	-4.32971	-4.59821
5	65	5	5.78128	-6.73628	-6.45963
5	65	15	5.04043	-6.65016	-5.99065
5	65	25	4.58349	-6.05235	-5.37588
5	65	35	3.79962	-4.17739	-3.58824
5	65	45	3.40378	-4.13891	-3.86359
5	65	55	4.11949	-5.01838	-5.6956
5	65	65	3.61381	-5.35942	-5.85622
5	65	75	4.51072	-4.72681	-5.35689
5	65	85	5.33257	-5.12926	-5.27477
5	75	5	4.4247	-5.42529	-6.27619
5	75	15	4.34623	-5.53155	-6.41798
5	75	25	3.94903	-5.33479	-5.50617
5	75	35	4.12666	-4.61831	-3.8178
5	75	45	3.74749	-3.80169	-2.89852
5	75	55	4.82427	-4.89428	-4.50193
5	75	65	4.21461	-5.93407	-5.80607
5	75	75	4.22346	-4.1735	-4.94195
5	75	85	4.11887	-4.37764	-5.24869
5	85	5	3.96906	-5.50306	-5.53948
5	85	15	4.60898	-5.76744	-6.49343
5	85	25	4.00832	-5.2698	-4.71018
5	85	35	3.47914	-3.94456	-3.20996
