5	5	5	1.22818	-1.0268	-0.334749
5	5	15	0.948509	-0.304259	-0.467441
5	5	25	0.966659	-0.103883	-0.827154
5	5	35	0.406561	-0.643847	-0.686549
5	5	45	-0.245229	-0.852937	-0.0043834
5	5	55	-0.987864	-0.800485	0.340573
5	5	65	-0.7602	-0.555489	-0.497964
5	5	75	-0.428216	-1.03362	-1.55192
5	5	85	0.701027	-1.13008	-1.39373
5	15	5	3.17399	-1.12141	-1.8035
5	15	15	1.56883	-0.29118	-0.950276
5	15	25	1.20695	0.183324	-1.00436
5	15	35	1.33104	-0.686511	-0.907274
5	15	45	-0.199933	-1.83005	-0.388805
5	15	55	-1.67662	-1.5313	-0.299339
5	15	65	-0.73283	-0.549772	-0.664983
5	15	75	-0.449075	-0.496569	-1.27318
5	15	85	2.10657	-0.864586	-2.52095
5	25	5	5.19585	1.1006	-3.35558
5	25	15	2.80201	0.621531	-2.13941
5	25	25	2.38372	0.772191	-1.09291
5	25	35	2.05711	0.439117	-0.301063
5	25	45	1.28387	-0.332421	-0.313169
5	25	55	-2.38628	0.0490261	-1.66006
5	25	65	-0.697821	0.03782	-1.11954
5	25	75	-0.0201029	-0.106556	-1.01593
5	25	85	3.32691	0.773851	-3.36553
5	35	5	3.92969	3.54713	-2.79037
5	35	15	1.84771	1.37197	-0.986039
5	35	25	1.40168	0.940252	-0.50045
5	35	35	2.20988	1.82331	0.0514286
5	35	45	1.30678	2.13506	-0.195228
5	35	55	-1.4272	1.88237	-0.854626
5	35	65	-0.372379	0.722883	-0.90835
5	35	75	0.383409	0.521666	-1.31429
5	35	85	3.74241	2.76994	-3.85987
5	45	5	2.42025	0.0879843	-0.693287
5	45	15	1.22756	-0.223851	-0.424228
5	45	25	1.68784	-0.318827	-1.12495
5	45	35	2.33607	1.16357	-1.28498
5	45	45	1.45188	0.804046	0.156639
5	45	55	-0.100643	0.303215	0.0746629
5	45	65	0.137985	0.00199489	-0.546683
5	45	75	1.00696	0.343486	-2.10873
5	45	85	2.14185	0.787059	-3.14214
5	55	5	2.10668	-3.80129	-2.10015
5	55	15	2.26654	-3.4879	-2.80739
5	55	25	3.09522	-3.7562	-1.25546
5	55	35	2.51283	-2.85235	0.760387
5	55	45	0.959551	-2.58701	0.021011
5	55	55	-1.17778	-2.99884	-2.37992
5	55	65	-2.06803	-3.1227	-2.7928
5	55	75	-0.940796	-3.89706	-1.57095
5	55	85	1.64665	-3.14815	-1.25011
5	65	5	2.58095	-3.0678	-1.89776
5	65	15	1.45132	-1.95782	-1.56715
5	65	25	1.06788	-1.42339	-0.568328
5	65	35	1.36461	-1.89256	-0.246239
5	65	45	0.0393106	-1.93881	-0.834595
5	65	55	-2.1487	-2.89968	-2.42937
5	65	65	-1.45865	-2.51368	-2.02479
5	65	75	-0.946277	-2.31775	-0.682562
5	65	85	1.59368	-2.98485	-0.88068
5	75	5	1.38905	-1.77378	-1.22223
5	75	15	1.02885	-1.01922	-0.80251
5	75	25	1.36128	-1.40077	-0.875741
5	75	35	1.38091	-1.52556	-0.747525
5	75	45	-0.405276	-1.34273	-0.985134
5	75	55	-1.6169	-1.68366	-1.69326
5	75	65	-0.592736	-0.506638	-0.655145
